premise,hypothesis,label,Target_sentence_position,Experiment_or_filler,Number_of_propositions,Condition,group
The cardinal lauded the dwarf because the toy car smashed the child but the prosecutor asked the pollster.,The cardinal lauded the dwarf.,entailment,second,Filler,three,Transitive_implausible,
The skater lauded the porter because the ball squashed the player when the messenger mocked the sharecropper.,The skater lauded the porter.,entailment,second,Filler,three,Transitive_implausible,
The pacifist spoted the arbitrator because the policy suggested the manager after the mason mocked the broker.,The pacifist spoted the arbitrator.,entailment,second,Filler,three,Transitive_implausible,
The roadworker enraged the athlete after the party skipped the student and the taxi-driver flustered the surgeon.,The roadworker enraged the athlete.,entailment,second,Filler,three,Transitive_implausible,
The diva sickened the landscaper after the canvas touched the artist but the trooper understanded the suspect.,The diva sickened the landscaper.,entailment,second,Filler,three,Transitive_implausible,
The creditor framed the procrastinator after the blender used the chef because the officer encountered the racketeer.,The creditor framed the procrastinator.,entailment,second,Filler,three,Transitive_implausible,
The messenger inspired the songwriter after the electricity wasted the person when the bride dazzled the programmer.,The messenger inspired the songwriter.,entailment,second,Filler,three,Transitive_implausible,
The shoemaker mocked the dictator and the psychopath overcharged the bachelor but the engine was assembled by the mechanic.,The shoemaker mocked the dictator.,entailment,third,Filler,three,Passive_plausible,
The emperor dazzled the jock and the importer observed the provost when the wire was bent by the tailor.,The emperor dazzled the jock.,entailment,third,Filler,three,Passive_plausible,
The spokesman neglected the motorcyclist and the undergraduate complimented the pastor because the apple was bitten by the child.,The spokesman neglected the motorcyclist.,entailment,third,Filler,three,Passive_plausible,
The housemaid affronted the soprano and the invalid entertained the spiritual after the ingredients were blended by the chef.,The housemaid affronted the soprano.,entailment,third,Filler,three,Passive_plausible,
The venture filmed the runner but the cobbler extoled the scavenger and the statue was carved by the sculptor.,The ventur filmed the runner.,entailment,third,Filler,three,Passive_plausible,
The agnostic related the caterer but the usher observed the astronaut when the vegetables were chopped by the chef.,The agnostic related the caterer.,entailment,third,Filler,three,Passive_plausible,
The miner shamed the caterer but the trooper invited the shopper because the floor was cleaned by the cleaner.,The miner shamed the caterer.,entailment,third,Filler,three,Passive_plausible,
The socialist cited the dictator but the translator distracted the grandfather after the stamps were collected by the collector.,The socialist cited the dictator.,entailment,third,Filler,three,Passive_plausible,
The cat derided the polygamist when the umpire stared the oncologist and the meat was cut by the butcher.,The cat derided the polygamist.,entailment,third,Filler,three,Passive_plausible,
The illustrator mentioned the butler when the procrastinator signaled the peace-lover but the landscape was described by the writer.,The illustrator mentioned the butler.,entailment,third,Filler,three,Passive_plausible,
The optometrist begrudged the psychopath when the missionary singed the botanist because the building was destroyed by the crew.,The optometrist begrudged the psychopath.,entailment,third,Filler,three,Passive_plausible,
The foreigner exhausted the jockey when the invader diagnosed the bassist after the house was designed by the architect.,The foreigner exhausted the jockey.,entailment,third,Filler,three,Passive_plausible,
The townspeople excused the physiologist because the appraiser startled the aristocrat and the cart was pushed by the student.,The townspeopl excused the physiologist.,entailment,third,Filler,three,Passive_plausible,
The optimist introduced the maverick because the parent represented the churchgoer but the portrait was drawn by the artist.,The optimist introduced the maverick.,entailment,third,Filler,three,Passive_plausible,
The newswoman humiliated the informer because the envoy haunted the security when the concept was memorized by the teacher.,The newswoman humiliated the informer.,entailment,third,Filler,three,Passive_plausible,
The stranger interviewed the general because the ex-wife infected the rancher after the metal was flattened by the blacksmith.,The stranger interviewed the general.,entailment,third,Filler,three,Passive_plausible,
The bachelor evaluated the character after the tramp pated the accuser and the paper was folded by the artist.,The bachelor evaluated the character.,entailment,third,Filler,three,Passive_plausible,
The despot pinched the blonde after the husband choked the drug but the nail was hammered by the carpenter.,The despot pinched the blonde.,entailment,third,Filler,three,Passive_plausible,
The storekeeper noticed the dramatist after the benefactor rushed the propagandist because the system was hacked by the hacker.,The storekeeper noticed the dramatist.,entailment,third,Filler,three,Passive_plausible,
The stonecutter startled the shrink after the jockey entertained the executive when the wall was hit by the boxer.,The stonecutter startled the shrink.,entailment,third,Filler,three,Passive_plausible,
The ball was kicked by the player and the landscaper mentioned the agnostic but the auditor hosted the anesthesiologist.,The landscaper mentioned the agnostic.,entailment,first,Filler,three,Passive_plausible,
