ItemID,Context,Question,Correct_answer,Target_sentence_position,Experimental_or_filler,Number_of_propositions,Condition
10086,The trickster enraged the administrator but the nobleman hounded the lithographer when the speech aroused the activists.,Did the trickster enrage the administrator?,Yes,third,Filler,three,ExperienerObject_plausible
10087,The plaintiff haunted the psychiatrist but the programmer misleaded the drug because the revelation astonished the scientist.,Did the plaintiff haunt the psychiatrist?,Yes,third,Filler,three,ExperienerObject_plausible
10088,The senior neglected the spiritual but the accuser watched the entomologist after the lecture bored the students.,Did the senior neglect the spiritual?,Yes,third,Filler,three,ExperienerObject_plausible
10089,The trustee invoiced the miner when the fugitive inspired the courier and the error bothered the engineer.,Did the trustee invoice the miner?,Yes,third,Filler,three,ExperienerObject_plausible
10090,The cartographer fascinated the mapmaker when the encroacher replaced the custodian but the music calmed the patient.,Did the cartographer fascinate the mapmaker?,Yes,third,Filler,three,ExperienerObject_plausible
10091,The busdriver inspired the respondent when the lecturer recognized the cat because the performance captivated the crowd.,Did the busdriver inspire the respondent?,Yes,third,Filler,three,ExperienerObject_plausible
10092,The polygamist insulted the bidder when the millionnaire stuned the understudy after the melody comforted the baby.,Did the polygamist insult the bidder?,Yes,third,Filler,three,ExperienerObject_plausible
10093,The peddler blamed the rancher because the mariner quoted the choreographer and the riddle confused the detective.,Did the peddler blame the rancher?,Yes,third,Filler,three,ExperienerObject_plausible
10094,The reception respected the shopper because the art begrudged the bishop but the evidence convinced the jury.,Did the reception respect the shopper?,Yes,third,Filler,three,ExperienerObject_plausible
10095,The percussionist mystified the maverick because the playwright wounded the stuntman when the news depressed the investor.,Did the percussionist mystify the maverick?,Yes,third,Filler,three,ExperienerObject_plausible
10096,The hero squeezed the interviewer because the sophomore flattered the workaholic after the verdict devastated the defendant.,Did the hero squeeze the interviewer?,Yes,third,Filler,three,ExperienerObject_plausible
10097,The cowboy followed the songwriter after the stuntman pated the steward and the outcome disappointed the supporters.,Did the cowboy follow the songwriter?,Yes,third,Filler,three,ExperienerObject_plausible
10098,The donor victimized the niece after the dealer persuaded the outsider but the criticism discouraged the artist.,Did the donor victimize the niece?,Yes,third,Filler,three,ExperienerObject_plausible
10099,The embalmer escorted the gymnast after the psychiatrist aggravated the doomsayer because the scene disgusted the viewer.,Did the embalmer escort the gymnast?,Yes,third,Filler,three,ExperienerObject_plausible
10100,The sharpshooter startled the pole after the murderer strangled the biologist when the alarm disturbed the sleeper.,Did the sharpshooter startle the Pole?,Yes,third,Filler,three,ExperienerObject_plausible
10101,The decision displeased the client and the hippie maddened the wrestler but the cinematographer hounded the insider.,Did the hippie madden the wrestler?,Yes,first,Filler,three,ExperienerObject_plausible
10102,The mistake embarrassed the presenter and the countess pacified the importer when the bassist cheated the opponent.,Did the countess pacify the importer?,Yes,first,Filler,three,ExperienerObject_plausible
10103,The results encouraged the researcher and the rustler complimented the upholsterer because the chiseler mortified the meatpacker.,Did the rustler compliment the upholsterer?,Yes,first,Filler,three,ExperienerObject_plausible
10104,The documentary enlightened the viewers and the carrier commended the peddler after the mayor agitated the jester.,Did the carrier commend the peddler?,Yes,first,Filler,three,ExperienerObject_plausible
10105,The announcement excited the fans but the invader fascinated the monk and the socialite haunted the machinist.,Did the invader fascinate the monk?,Yes,first,Filler,three,ExperienerObject_plausible
10106,The thunder frightened the campers but the bishop belittled the running when the hippie ridiculed the salesman.,Did the bishop belittle the running?,Yes,first,Filler,three,ExperienerObject_plausible
10107,The puzzle frustrated the gamers but the patriot faced the taxi-driver because the psychiatrist mollified the pathologist.,Did the patriot face the taxi-driver?,Yes,first,Filler,three,ExperienerObject_plausible
10108,The demonstration impressed the investors but the lecturer stared the courier after the cat overcharged the branch.,Did the lecturer stare the courier?,Yes,first,Filler,three,ExperienerObject_plausible
10109,The interruption irritated the speaker when the coroner represented the victim and the bear encountered the delivery.,Did the coroner represent the victim?,Yes,first,Filler,three,ExperienerObject_plausible
10110,The ending pleased the readers when the translator naged the stenographer but the bear stared the juggler.,Did the translator nag the stenographer?,Yes,first,Filler,three,ExperienerObject_plausible
10111,The problem puzzled the mathematician when the screenwriter pated the veterinarian because the cat singed the spokeswoman.,Did the screenwriter pat the veterinarian?,Yes,first,Filler,three,ExperienerObject_plausible
10112,The farewell saddened the friends when the candidate buged the champion after the character approved the trustee.,Did the candidate bug the champion?,Yes,first,Filler,three,ExperienerObject_plausible
10113,The explanation satisfied the students because the stenographer backed the mover and the wench exhausted the idiot.,Did the stenographer back the mover?,Yes,first,Filler,three,ExperienerObject_plausible
10114,The gift surprised the recipient because the parachutist yelled the renegade but the prosecutor introduced the pianist.,Did the parachutist yell the renegade?,Yes,first,Filler,three,ExperienerObject_plausible
10115,The news shocked the community because the racketeer insulted the poacher when the violinist exposed the prosecutor.,Did the racketeer insult the poacher?,Yes,first,Filler,three,ExperienerObject_plausible
10116,The movie terrified the audience because the lyricist tickled the socialist after the sherpa pated the embezzler.,Did the lyricist tickle the socialist?,Yes,first,Filler,three,ExperienerObject_plausible
10117,The storm threatened the sailors after the benefactor mocked the finn and the percussionist baffled the interviewer.,Did the benefactor mock the Finn?,Yes,first,Filler,three,ExperienerObject_plausible
10118,The ride thrilled the visitors after the neurologist bullied the trickster but the typist notified the medic.,Did the neurologist bully the trickster?,Yes,first,Filler,three,ExperienerObject_plausible
10119,The change upset the regulars after the adulterer bemused the bride because the millionnaire paged the investment.,Did the adulterer bemuse the bride?,Yes,first,Filler,three,ExperienerObject_plausible
10120,The symptoms worried the doctor after the patrolman escorted the rustler when the bear reassured the pitcher.,Did the patrolman escort the rustler?,Yes,first,Filler,three,ExperienerObject_plausible
10121,The branch tickled the dramatist and the puzzle agonized the student but the trickster applauded the opportunist.,Did the branch tickle the dramatist?,Yes,second,Filler,three,ExperienerObject_plausible
10122,The steelworker followed the warrior and the illusion amazed the magician when the skier scorned the flutist.,Did the steelworker follow the warrior?,Yes,second,Filler,three,ExperienerObject_plausible
10123,The actuary affronted the mercenary and the joke amused the comedian because the cartographer saluted the nobleman.,Did the actuary affront the mercenary?,Yes,second,Filler,three,ExperienerObject_plausible
