ItemID,Context,Question,Correct_answer,Target_sentence_position,Experimental_or_filler,Number_of_propositions,Condition,plausibility,gold_label
4523,The chef cooked the family the dinner when the realtor poisoned the teenager.,Did the chef cook the dinner the family?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4524,The tailor cut the friend the fabric because the illustrator distracted the concierge.,Did the tailor cut the fabric the friend?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4525,The designer designed the brother the website after the courier appeased the entertainer.,Did the designer design the website the brother?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4526,The importer smacked the dane and the engineers developed the company the software.,Did the engineers develop the software the company?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4527,The plumber raved the patrolman but the employee earned the colleague the bonus.,Did the employee earn the bonus the colleague?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4528,The bishop bemused the hero when the owner got the cat the toy.,Did the owner get the toy the cat?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4529,The prima_donna followed the commentator because the master grilled the friends the vegetables.,Did the master grill the vegetables the friends?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4530,The weatherman tested the matador after the gardeners grew the community the garden.,Did the gardeners grow the garden the community?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4531,The boy knitted the patient the robe and the typist related the excavator.,Did the boy knit the robe the patient?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4532,The owner kept the dog the bone but the shepherd misinformed the jogger.,Did the owner keep the bone the dog?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4533,The chef made the children the cake when the grocer enraged the trendsetter.,Did the chef make the cake the children?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4534,The customer ordered the waiter the meal because the violist alerted the dwarf.,Did the customer order the meal the waiter?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4535,The painter painted the niece the portrait after the commuter escorted the photographer.,Did the painter paint the portrait the niece?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4536,The protestor affronted the trustee and the florist picked the friend the flowers.,Did the florist pick the flowers the friend?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4537,The mason consulted the mapmaker but the chef prepared the guests the feast.,Did the chef prepare the feast the guests?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4538,The agnostic deprecated the forester when the landlord rented the cousin the apartment.,Did the landlord rent the apartment the cousin?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4539,The optimist esteemed the trendsetter because the theatergoer reserved the parents the seats.,Did the theatergoer reserve the seats the parents?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4540,The parent astounded the pharmacist after the dad rolled the children the ball.,Did the dad roll the ball the children?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4541,The conservationist saved the squirrel the nuts and the acupuncturist awaited the pastor.,Did the conservationist save the nuts the squirrel?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4542,The owner secured the dog the leash but the litigator repulsed the auditor.,Did the owner secure the leash the dog?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4543,The host set the guests the table when the candidate encountered the broker.,Did the host set the table the guests?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4544,The therapist shaped the patient the session because the lecturer outraged the prince.,Did the therapist shape the session the patient?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4545,The illusionist stole the thief the moment after the peace-lover relieved the blonde.,Did the illusionist steal the moment the thief?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4546,The forester strangled the diva and the guest washed the host the dishes.,Did the guest wash the dishes the host?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4547,The shoemaker deceived the translator but the author wrote the friend the book.,Did the author write the book the friend?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4548,The litigator misquoted the emissary when the chef boiled the guests the pasta.,Did the chef boil the pasta the guests?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4549,The parent chastised the photographer because the architect built the couple the house.,Did the architect build the house the couple?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4550,The courier alerted the commoner after the man cashed the friend the check.,Did the man cash the check the friend?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4551,The agent chartered the tourists the yacht and the quarterback dismissed the strategist.,Did the agent charter the yacht the tourists?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4552,The cleaner cleaned the parents the house but the biologist overcharged the entomologist.,Did the cleaner clean the house the parents?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4553,The researcher compiled the team the report when the scavenger interviewed the pharmacist.,Did the researcher compile the report the team?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
4554,The chef cooked the family the meal because the administrator rejected the swimmer.,Did the chef cook the meal the family?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4555,The team cut the kids the fruit after the train offended the doomsayer.,Did the team cut the fruit the kids?,No,first,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4556,The brewer contradicted the clarinetist and the mechanic fixed the neighbor the car.,Did the mechanic fix the car the neighbor?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,No
4557,The translator relieved the goalie but the man found the sister the book.,Did the man find the book the sister?,No,second,Experimental,two,BenefactiveDoubleObjectConstruction,plausible,Yes
